Ticker,Date,Open,High,Low,Close,Adj Close,Volume
NYA,2020-03-18,5870.91,5983.31,5861.29,5926.07,5926.07,3751708
NYA,2020-03-19,5926.07,5935.66,5923.03,5927.22,5927.22,4059422
NYA,2020-03-20,5927.22,5932.33,5798.18,5818.33,5818.33,7396358
NYA,2020-03-23,5818.33,5837.33,5704.86,5754.09,5754.09,8227050
NYA,2020-03-24,5754.09,5793.06,5737.7,5785.03,5785.03,6089724
NYA,2020-03-25,5785.03,5857.31,5739.94,5816.74,5816.74,1174263
NYA,2020-03-26,5816.74,5848.05,5671.2,5697.09,5697.09,4745069
NYA,2020-03-27,5697.09,5752.27,5633.32,5665.63,5665.63,8633439
NYA,2020-03-30,5665.63,5741.12,5620.3,5695.5,5695.5,8227819
NYA,2020-03-31,5695.5,5702.99,5665.05,5700.75,5700.75,6317169
NYA,2020-04-01,5700.75,5754.69,5575.29,5585.97,5585.97,328540
NYA,2020-04-02,5585.97,5597.25,5461.97,5472.08,5472.08,4425773
NYA,2020-04-03,5472.08,5638.37,5441.66,5586.72,5586.72,6881871
NYA,2020-04-06,5586.72,5619.99,5520.8,5559.43,5559.43,9427846
NYA,2020-04-07,5559.43,5611.13,5478.13,5527.62,5527.62,6895716
NYA,2020-04-08,5527.62,5539.29,5422.56,5426.93,5426.93,5438160
NYA,2020-04-09,5426.93,5593.49,5375.6,5541.18,5541.18,3283085
NYA,2020-04-10,5541.18,5555.93,5429.46,5448.36,5448.36,7988219
NYA,2020-04-13,5448.36,5475.61,5399.83,5436.24,5436.24,5223779
NYA,2020-04-14,5436.24,5475.7,5416.05,5453.59,5453.59,9470975
NYA,2020-04-15,5453.59,5500.17,5290.16,5330.2,5330.2,780307
NYA,2020-04-16,5330.2,5501.47,5304.87,5474.52,5474.52,8219349
NYA,2020-04-17,5474.52,5512.98,5317.46,5363.82,5363.82,6198474
NYA,2020-04-20,5363.82,5430.03,5317.24,5385.68,5385.68,7099164
NYA,2020-04-21,5385.68,5483.57,5334.24,5448.01,5448.01,9150957
NYA,2020-04-22,5448.01,5496.64,5335.28,5368.82,5368.82,8608632
NYA,2020-04-23,5368.82,5386.62,5333.84,5374.14,5374.14,1377736
NYA,2020-04-24,5374.14,5476.66,5326.74,5451.99,5451.99,4076598
NYA,2020-04-27,5451.99,5617.98,5428.55,5587.1,5587.1,6650501
NYA,2020-04-28,5587.1,5635.53,5388.28,5430.12,5430.12,1047751
NYA,2020-04-29,5430.12,5453.1,5391.03,5391.94,5391.94,7582845
NYA,2020-04-30,5391.94,5477.21,5369.18,5471.88,5471.88,7113685
NYA,2020-05-01,5471.88,5478.54,5281.07,5315.44,5315.44,2397140
NYA,2020-05-04,5315.44,5422.26,5315.43,5408.05,5408.05,6150502
NYA,2020-05-05,5408.05,5508.99,5398.89,5489.55,5489.55,6000992
NYA,2020-05-06,5489.55,5528.99,5340.23,5364.85,5364.85,1599036
NYA,2020-05-07,5364.85,5503.66,5319.52,5452.2,5452.2,3878437
NYA,2020-05-08,5452.2,5506.11,5413.64,5426.87,5426.87,5234467
NYA,2020-05-11,5426.87,5509.34,5420.37,5488.92,5488.92,7674259
NYA,2020-05-12,5488.92,5609.53,5457.12,5599.35,5599.35,1138056
NYA,2020-05-13,5599.35,5637.3,5502.58,5554.95,5554.95,8601176
NYA,2020-05-14,5554.95,5587.57,5515.71,5561.26,5561.26,2962821
NYA,2020-05-15,5561.26,5728.59,5558.82,5710.48,5710.48,8573904
NYA,2020-05-18,5710.48,5729.02,5633.55,5685.36,5685.36,3378307
NYA,2020-05-19,5685.36,5700.87,5586.77,5636.56,5636.56,951586
NYA,2020-05-20,5636.56,5689.59,5575.53,5578.98,5578.98,5684159
NYA,2020-05-21,5578.98,5625.63,5512.81,5548.41,5548.41,1871002
NYA,2020-05-22,5548.41,5572.69,5435.36,5469.49,5469.49,8198015
NYA,2020-05-25,5469.49,5547.06,5459.2,5513.88,5513.88,9498860
NYA,2020-05-26,5513.88,5518.75,5447.64,5485.35,5485.35,9936103
NYA,2020-05-27,5485.35,5527.12,5326.33,5332.34,5332.34,5178634
NYA,2020-05-28,5332.34,5385.2,5286.01,5286.99,5286.99,3101544
NYA,2020-05-29,5286.99,5335.81,5188.2,5190.73,5190.73,1596873
NYA,2020-06-01,5190.73,5205.06,5059.2,5072.93,5072.93,3070011
NYA,2020-06-02,5072.93,5087.46,4975.09,5004.87,5004.87,9074170
NYA,2020-06-03,5004.87,5013.72,4943.82,4984.24,4984.24,7882733
NYA,2020-06-04,4984.24,5095.93,4936.45,5063.47,5063.47,4313163
NYA,2020-06-05,5063.47,5127.81,5055.59,5102.39,5102.39,6988465
NYA,2020-06-08,5102.39,5105.39,4947.4,4993.26,4993.26,7658221
NYA,2020-06-09,4993.26,4999.28,4906.79,4936.94,4936.94,6893201
NYA,2020-06-10,4936.94,5054.9,4891.5,5005.25,5005.25,9865367
NYA,2020-06-11,5005.25,5013.47,4922.57,4937.97,4937.97,7161173
NYA,2020-06-12,4937.97,4981.72,4864.95,4877.33,4877.33,4109856
NYA,2020-06-15,4877.33,4902.76,4708.13,4752.63,4752.63,7908841
NYA,2020-06-16,4752.63,4782.55,4737.62,4759.23,4759.23,1179764
NYA,2020-06-17,4759.23,4920.8,4740.71,4886.28,4886.28,8808485
NYA,2020-06-18,4886.28,4903.33,4745.03,4754.18,4754.18,3678385
NYA,2020-06-19,4754.18,4790.72,4727.84,4759.09,4759.09,7101837
NYA,2020-06-22,4759.09,4901.51,4720.46,4898.05,4898.05,6230182
NYA,2020-06-23,4898.05,4920.81,4738.79,4773.19,4773.19,3121808
NYA,2020-06-24,4773.19,4902.59,4740.72,4876.76,4876.76,4304411
NYA,2020-06-25,4876.76,4918.82,4825.99,4868.46,4868.46,5978808
NYA,2020-06-26,4868.46,5044.51,4847.1,4995.5,4995.5,462227
NYA,2020-06-29,4995.5,5038.3,4852.06,4898.41,4898.41,9864938
NYA,2020-06-30,4898.41,4920.15,4799.25,4828.48,4828.48,7393575
NYA,2020-07-01,4828.48,4958.2,4798.51,4934.65,4934.65,8476690
NYA,2020-07-02,4934.65,5035.28,4924.21,5012.33,5012.33,1827194
NYA,2020-07-03,5012.33,5160.04,4973.26,5145.48,5145.48,272954
NYA,2020-07-06,5145.48,5346.65,5105.99,5298.72,5298.72,1420851
NYA,2020-07-07,5298.72,5300.95,5250.98,5282.45,5282.45,2842031
NYA,2020-07-08,5282.45,5290.47,5237.73,5250.25,5250.25,7128824
NYA,2020-07-09,5250.25,5293.43,5155.24,5174.77,5174.77,7729180
NYA,2020-07-10,5174.77,5183.07,5055.54,5096.05,5096.05,6414232
NYA,2020-07-13,5096.05,5163.07,5078.02,5141.01,5141.01,1075518
NYA,2020-07-14,5141.01,5157.46,5030.96,5047.41,5047.41,7279841
NYA,2020-07-15,5047.41,5072.28,5015.91,5029.69,5029.69,4193461
NYA,2020-07-16,5029.69,5075.73,4871.97,4885.2,4885.2,4387534
NYA,2020-07-17,4885.2,4916.0,4858.9,4891.75,4891.75,6265802
NYA,2020-07-20,4891.75,4908.23,4831.79,4879.8,4879.8,3769730
NYA,2020-07-21,4879.8,4887.42,4757.91,4787.25,4787.25,8389023
NYA,2020-07-22,4787.25,4800.99,4732.83,4768.76,4768.76,6036231
NYA,2020-07-23,4768.76,4810.65,4705.3,4744.56,4744.56,6028682
NYA,2020-07-24,4744.56,4760.31,4697.73,4744.84,4744.84,3126769
NYA,2020-07-27,4744.84,4789.39,4727.01,4743.08,4743.08,9596448
NYA,2020-07-28,4743.08,4783.08,4701.5,4725.21,4725.21,6290964
NYA,2020-07-29,4725.21,4835.48,4722.17,4801.55,4801.55,1436323
NYA,2020-07-30,4801.55,4862.67,4770.76,4839.83,4839.83,5058587
NYA,2020-07-31,4839.83,4869.16,4800.0,4826.9,4826.9,2143935
NYA,2020-08-03,4826.9,4975.31,4802.81,4946.52,4946.52,5759904
NYA,2020-08-04,4946.52,4978.89,4781.05,4799.66,4799.66,6982382
NYA,2020-08-05,4799.66,4844.19,4646.26,4688.21,4688.21,7315428
NYA,2020-08-06,4688.21,4829.04,4672.71,4800.71,4800.71,5483232
NYA,2020-08-07,4800.71,4935.15,4761.64,4926.94,4926.94,5314471
NYA,2020-08-10,4926.94,4971.46,4857.14,4890.83,4890.83,3721452
NYA,2020-08-11,4890.83,4896.64,4869.01,4871.76,4871.76,5135014
NYA,2020-08-12,4871.76,4903.76,4770.54,4802.16,4802.16,6305669
NYA,2020-08-13,4802.16,4880.15,4760.17,4835.15,4835.15,1838223
NYA,2020-08-14,4835.15,4857.27,4762.01,4765.14,4765.14,9269807
NYA,2020-08-17,4765.14,4771.18,4707.37,4751.25,4751.25,7836421
NYA,2020-08-18,4751.25,4902.88,4725.46,4865.04,4865.04,1125214
NYA,2020-08-19,4865.04,4890.01,4740.1,4743.22,4743.22,4352531
NYA,2020-08-20,4743.22,4771.08,4637.5,4660.45,4660.45,9057146
NYA,2020-08-21,4660.45,4778.28,4643.7,4737.99,4737.99,1399290
NYA,2020-08-24,4737.99,4767.77,4725.81,4760.22,4760.22,3841399
NYA,2020-08-25,4760.22,4876.55,4727.08,4831.68,4831.68,385632
NYA,2020-08-26,4831.68,4856.9,4679.96,4718.62,4718.62,5213846
NYA,2020-08-27,4718.62,4782.94,4705.56,4737.57,4737.57,5352586
NYA,2020-08-28,4737.57,4744.43,4635.93,4651.82,4651.82,2275616
NYA,2020-08-31,4651.82,4683.99,4556.5,4591.41,4591.41,4292117
NYA,2020-09-01,4591.41,4608.81,4477.38,4496.79,4496.79,2275755
NYA,2020-09-02,4496.79,4581.28,4475.4,4540.67,4540.67,2115476
NYA,2020-09-03,4540.67,4559.79,4532.92,4557.76,4557.76,2247402
NYA,2020-09-04,4557.76,4585.48,4551.02,4578.6,4578.6,9384328
NYA,2020-09-07,4578.6,4727.27,4545.85,4700.55,4700.55,4129326
NYA,2020-09-08,4700.55,4730.55,4551.66,4597.36,4597.36,4856206
NYA,2020-09-09,4597.36,4751.67,4573.96,4708.18,4708.18,4520245
NYA,2020-09-10,4708.18,4737.32,4554.82,4570.69,4570.69,2828915
NYA,2020-09-11,4570.69,4575.02,4454.57,4473.91,4473.91,4538231
NYA,2020-09-14,4473.91,4486.72,4382.82,4425.15,4425.15,9459069
NYA,2020-09-15,4425.15,4430.33,4294.56,4303.19,4303.19,4354973
NYA,2020-09-16,4303.19,4435.34,4282.43,4396.77,4396.77,4634450
NYA,2020-09-17,4396.77,4460.34,4368.12,4417.52,4417.52,6775298
NYA,2020-09-18,4417.52,4426.95,4342.51,4349.48,4349.48,9104899
NYA,2020-09-21,4349.48,4406.95,4330.34,4366.16,4366.16,9330227
NYA,2020-09-22,4366.16,4511.9,4331.94,4471.23,4471.23,7206349
NYA,2020-09-23,4471.23,4585.32,4440.49,4570.65,4570.65,775528
NYA,2020-09-24,4570.65,4581.45,4526.65,4569.49,4569.49,4419632
NYA,2020-09-25,4569.49,4593.22,4418.02,4453.35,4453.35,839968
NYA,2020-09-28,4453.35,4494.75,4416.43,4426.31,4426.31,2023357
NYA,2020-09-29,4426.31,4534.3,4397.78,4520.77,4520.77,897187
NYA,2020-09-30,4520.77,4607.35,4498.23,4602.88,4602.88,1464542
NYA,2020-10-01,4602.88,4607.37,4491.62,4519.33,4519.33,2895808
NYA,2020-10-02,4519.33,4585.86,4477.39,4545.0,4545.0,5349466
NYA,2020-10-05,4545.0,4576.6,4503.02,4511.46,4511.46,9592455
NYA,2020-10-06,4511.46,4512.17,4409.87,4444.47,4444.47,4714168
NYA,2020-10-07,4444.47,4478.75,4315.62,4329.53,4329.53,2531618
NYA,2020-10-08,4329.53,4352.59,4295.78,4339.54,4339.54,8993298
NYA,2020-10-09,4339.54,4477.37,4296.47,4449.93,4449.93,3967396
NYA,2020-10-12,4449.93,4613.35,4431.73,4574.0,4574.0,3959413
NYA,2020-10-13,4574.0,4608.07,4531.71,4547.19,4547.19,6681481
NYA,2020-10-14,4547.19,4577.71,4508.25,4537.78,4537.78,3032581
NYA,2020-10-15,4537.78,4551.45,4499.03,4534.0,4534.0,4957634
NYA,2020-10-16,4534.0,4552.28,4442.82,4483.64,4483.64,2938702
NYA,2020-10-19,4483.64,4521.02,4394.89,4423.44,4423.44,5899710
NYA,2020-10-20,4423.44,4465.42,4372.31,4373.31,4373.31,1187128
NYA,2020-10-21,4373.31,4409.09,4239.45,4265.91,4265.91,9772763
NYA,2020-10-22,4265.91,4399.73,4235.08,4371.23,4371.23,1355443
NYA,2020-10-23,4371.23,4386.91,4257.1,4291.39,4291.39,1295284
NYA,2020-10-26,4291.39,4410.96,4278.35,4381.8,4381.8,6320535
NYA,2020-10-27,4381.8,4494.4,4357.47,4486.78,4486.78,3313086
NYA,2020-10-28,4486.78,4507.59,4368.33,4388.31,4388.31,6673536
NYA,2020-10-29,4388.31,4409.75,4321.41,4333.62,4333.62,7864576
NYA,2020-10-30,4333.62,4463.54,4303.5,4462.24,4462.24,805815
NYA,2020-11-02,4462.24,4505.92,4384.81,4387.16,4387.16,9281120
NYA,2020-11-03,4387.16,4428.57,4370.93,4389.7,4389.7,4140201
NYA,2020-11-04,4389.7,4541.91,4369.24,4501.37,4501.37,6624649
NYA,2020-11-05,4501.37,4505.52,4357.05,4380.92,4380.92,5179615
NYA,2020-11-06,4380.92,4421.88,4355.22,4411.37,4411.37,2218001
NYA,2020-11-09,4411.37,4432.99,4294.17,4318.35,4318.35,8499908
NYA,2020-11-10,4318.35,4322.25,4225.45,4251.83,4251.83,7663537
NYA,2020-11-11,4251.83,4348.1,4215.07,4314.52,4314.52,4204879
NYA,2020-11-12,4314.52,4336.74,4183.47,4212.03,4212.03,3357618
NYA,2020-11-13,4212.03,4238.79,4071.67,4099.21,4099.21,5885431
NYA,2020-11-16,4099.21,4135.1,3967.94,3983.05,3983.05,955367
NYA,2020-11-17,3983.05,4044.13,3982.18,4042.54,4042.54,3598638
NYA,2020-11-18,4042.54,4065.76,3997.06,4030.7,4030.7,8131878
NYA,2020-11-19,4030.7,4038.42,3958.89,3959.06,3959.06,2998266
NYA,2020-11-20,3959.06,3979.75,3894.26,3916.57,3916.57,8047591
NYA,2020-11-23,3916.57,3933.75,3888.56,3908.68,3908.68,4036661
NYA,2020-11-24,3908.68,3950.25,3889.86,3913.11,3913.11,5342957
NYA,2020-11-25,3913.11,3934.03,3868.57,3888.2,3888.2,9170600
NYA,2020-11-26,3888.2,3902.02,3825.91,3849.68,3849.68,1371157
NYA,2020-11-27,3849.68,3960.59,3839.59,3954.29,3954.29,3304794
NYA,2020-11-30,3954.29,3973.19,3852.09,3883.22,3883.22,580365
NYA,2020-12-01,3883.22,4005.92,3881.15,3980.18,3980.18,639990
NYA,2020-12-02,3980.18,3984.61,3904.35,3909.29,3909.29,5751152
NYA,2020-12-03,3909.29,4054.8,3905.98,4019.52,4019.52,7100854
NYA,2020-12-04,4019.52,4026.05,3982.02,3990.14,3990.14,7748352
NYA,2020-12-07,3990.14,4139.9,3950.35,4103.54,4103.54,3381790
NYA,2020-12-08,4103.54,4186.7,4083.62,4160.12,4160.12,521559
NYA,2020-12-09,4160.12,4210.93,4154.08,4176.44,4176.44,6496867
NYA,2020-12-10,4176.44,4193.68,4121.69,4138.21,4138.21,3703855
NYA,2020-12-11,4138.21,4186.01,4120.13,4162.53,4162.53,7728509
NYA,2020-12-14,4162.53,4184.81,4051.1,4079.84,4079.84,5943922
NYA,2020-12-15,4079.84,4167.53,4039.26,4131.41,4131.41,7385498
NYA,2020-12-16,4131.41,4142.61,4107.54,4130.17,4130.17,8815344
NYA,2020-12-17,4130.17,4150.72,3985.08,4012.5,4012.5,4221027
NYA,2020-12-18,4012.5,4106.52,3986.29,4096.58,4096.58,5189557
NYA,2020-12-21,4096.58,4106.52,3952.87,3986.03,3986.03,8081953
NYA,2020-12-22,3986.03,3994.12,3928.64,3959.1,3959.1,1308058
NYA,2020-12-23,3959.1,3971.96,3838.14,3870.37,3870.37,5760812
NYA,2020-12-24,3870.37,3906.35,3844.91,3873.98,3873.98,5957852
NYA,2020-12-25,3873.98,3876.23,3846.83,3873.77,3873.77,9441337
NYA,2020-12-28,3873.77,3896.49,3809.18,3819.52,3819.52,639816
NYA,2020-12-29,3819.52,3855.46,3797.82,3802.38,3802.38,2842217
NYA,2020-12-30,3802.38,3810.13,3729.28,3748.5,3748.5,8092545
NYA,2020-12-31,3748.5,3815.51,3717.69,3802.7,3802.7,4548927
NYA,2021-01-01,3802.7,3917.87,3782.69,3911.98,3911.98,9088381
NYA,2021-01-04,3911.98,3917.34,3825.7,3862.88,3862.88,7639212
NYA,2021-01-05,3862.88,3925.65,3861.17,3887.34,3887.34,8521739
NYA,2021-01-06,3887.34,3995.34,3854.97,3969.45,3969.45,7329690
NYA,2021-01-07,3969.45,4002.15,3935.14,3958.9,3958.9,3486488
NYA,2021-01-08,3958.9,3973.41,3825.29,3862.04,3862.04,6982885
NYA,2021-01-11,3862.04,3898.57,3747.12,3781.63,3781.63,1678895
NYA,2021-01-12,3781.63,3875.77,3762.64,3863.02,3863.02,3615082
NYA,2021-01-13,3863.02,3892.27,3855.38,3860.47,3860.47,1900843
NYA,2021-01-14,3860.47,3863.61,3847.14,3849.11,3849.11,2962344
NYA,2021-01-15,3849.11,3856.11,3807.69,3836.62,3836.62,1015544
NYA,2021-01-18,3836.62,3857.37,3769.78,3784.57,3784.57,2075063
NYA,2021-01-19,3784.57,3881.16,3779.76,3864.34,3864.34,187494
NYA,2021-01-20,3864.34,3944.32,3846.97,3939.92,3939.92,5431831
NYA,2021-01-21,3939.92,3996.3,3914.57,3967.26,3967.26,8014763
NYA,2021-01-22,3967.26,3978.68,3856.89,3884.72,3884.72,3852421
NYA,2021-01-25,3884.72,3989.4,3877.36,3978.97,3978.97,5956273
NYA,2021-01-26,3978.97,4028.07,3941.02,4019.27,4019.27,4883368
NYA,2021-01-27,4019.27,4060.22,3989.5,4034.85,4034.85,676225
NYA,2021-01-28,4034.85,4038.25,3944.35,3948.79,3948.79,7104614
NYA,2021-01-29,3948.79,3974.45,3920.58,3933.72,3933.72,8791842
NYA,2021-02-01,3933.72,4007.57,3895.75,3995.78,3995.78,4052660
NYA,2021-02-02,3995.78,4016.66,3988.29,4016.63,4016.63,2900315
NYA,2021-02-03,4016.63,4105.84,3991.56,4096.35,4096.35,3758576
NYA,2021-02-04,4096.35,4096.84,3952.85,3990.67,3990.67,2388578
NYA,2021-02-05,3990.67,4020.3,3990.04,4011.08,4011.08,7380107
NYA,2021-02-08,4011.08,4039.28,3981.3,4016.18,4016.18,4985038
NYA,2021-02-09,4016.18,4105.69,4002.92,4089.14,4089.14,3785457
NYA,2021-02-10,4089.14,4195.97,4055.88,4186.0,4186.0,8571608
NYA,2021-02-11,4186.0,4220.58,4101.77,4119.47,4119.47,7546955
NYA,2021-02-12,4119.47,4250.94,4097.91,4224.34,4224.34,2340993
NYA,2021-02-15,4224.34,4254.45,4144.45,4169.63,4169.63,8635482
NYA,2021-02-16,4169.63,4190.4,4090.37,4115.7,4115.7,6506769
NYA,2021-02-17,4115.7,4137.04,4093.17,4122.25,4122.25,1069722
NYA,2021-02-18,4122.25,4123.43,4024.08,4031.75,4031.75,844721
NYA,2021-02-19,4031.75,4117.55,4002.78,4091.57,4091.57,4487830
NYA,2021-02-22,4091.57,4131.53,4079.77,4092.43,4092.43,6658267
NYA,2021-02-23,4092.43,4123.38,3992.83,3997.01,3997.01,5697835
NYA,2021-02-24,3997.01,4061.82,3971.76,4045.91,4045.91,9736519
NYA,2021-02-25,4045.91,4049.13,3991.94,4004.36,4004.36,1776703
NYA,2021-02-26,4004.36,4048.9,3999.35,4017.62,4017.62,8617443
NYA,2021-03-01,4017.62,4052.24,3926.84,3942.55,3942.55,488269
NYA,2021-03-02,3942.55,3953.3,3839.9,3866.09,3866.09,4434189
NYA,2021-03-03,3866.09,3884.82,3822.83,3837.32,3837.32,6648586
NYA,2021-03-04,3837.32,3851.5,3800.55,3850.17,3850.17,1879366
NYA,2021-03-05,3850.17,3920.46,3849.18,3905.75,3905.75,8539056
NYA,2021-03-08,3905.75,3969.05,3904.97,3954.43,3954.43,8616146
NYA,2021-03-09,3954.43,4077.96,3924.76,4038.96,4038.96,3208781
NYA,2021-03-10,4038.96,4047.31,3906.77,3930.96,3930.96,5714469
NYA,2021-03-11,3930.96,4043.81,3921.4,4005.45,4005.45,6703787
NYA,2021-03-12,4005.45,4048.09,3980.45,4041.61,4041.61,5099316
NYA,2021-03-15,4041.61,4080.19,3975.55,4015.0,4015.0,9698403
NYA,2021-03-16,4015.0,4039.9,3920.29,3931.83,3931.83,5667719
NYA,2021-03-17,3931.83,3955.15,3862.03,3898.5,3898.5,436837
NYA,2021-03-18,3898.5,3919.63,3895.24,3915.5,3915.5,6989068
NYA,2021-03-19,3915.5,4057.62,3891.9,4029.86,4029.86,2731855
NYA,2021-03-22,4029.86,4056.79,3930.3,3960.42,3960.42,881424
NYA,2021-03-23,3960.42,3985.28,3902.5,3919.48,3919.48,8165708
NYA,2021-03-24,3919.48,3957.99,3867.08,3870.05,3870.05,3409872
NYA,2021-03-25,3870.05,3900.66,3758.07,3774.54,3774.54,214266
NYA,2021-03-26,3774.54,3809.28,3660.53,3682.54,3682.54,1368789
NYA,2021-03-29,3682.54,3697.32,3617.21,3653.38,3653.38,5423145
NYA,2021-03-30,3653.38,3691.98,3619.29,3682.54,3682.54,428570
NYA,2021-03-31,3682.54,3730.68,3651.59,3713.16,3713.16,6927714
NYA,2021-04-01,3713.16,3737.97,3692.58,3720.32,3720.32,5158311
NYA,2021-04-02,3720.32,3769.71,3708.7,3752.51,3752.51,4006011
NYA,2021-04-05,3752.51,3778.06,3672.3,3689.77,3689.77,4644084
NYA,2021-04-06,3689.77,3697.89,3633.25,3660.45,3660.45,8650077
NYA,2021-04-07,3660.45,3692.85,3636.84,3665.42,3665.42,4703077
NYA,2021-04-08,3665.42,3680.35,3592.57,3608.17,3608.17,3614891
NYA,2021-04-09,3608.17,3643.98,3573.38,3583.44,3583.44,7515152
NYA,2021-04-12,3583.44,3689.75,3560.93,3687.54,3687.54,2185651
NYA,2021-04-13,3687.54,3719.47,3556.27,3582.73,3582.73,1144332
NYA,2021-04-14,3582.73,3602.43,3508.64,3540.71,3540.71,2690523
NYA,2021-04-15,3540.71,3645.13,3505.92,3624.25,3624.25,9556204
NYA,2021-04-16,3624.25,3665.78,3602.23,3653.21,3653.21,3142994
NYA,2021-04-19,3653.21,3688.58,3592.68,3610.1,3610.1,9380350
NYA,2021-04-20,3610.1,3624.14,3495.82,3525.6,3525.6,9528604
NYA,2021-04-21,3525.6,3555.68,3394.27,3424.47,3424.47,6707064
NYA,2021-04-22,3424.47,3478.74,3392.96,3451.01,3451.01,5824700
NYA,2021-04-23,3451.01,3451.75,3377.91,3398.02,3398.02,2900892
NYA,2021-04-26,3398.02,3426.06,3367.57,3390.07,3390.07,6581908
NYA,2021-04-27,3390.07,3429.91,3375.77,3426.12,3426.12,573987
NYA,2021-04-28,3426.12,3445.79,3313.09,3330.63,3330.63,5247184
NYA,2021-04-29,3330.63,3337.61,3225.62,3244.85,3244.85,6727463
NYA,2021-04-30,3244.85,3246.79,3200.52,3219.78,3219.78,8050628
NYA,2021-05-03,3219.78,3220.62,3161.94,3192.91,3192.91,9797833
